FO,GEO,L,Lc,Lext,M,MUL,Rsh_c_n,Rsh_c_p,Rsh_ext_n,Rsh_ext_p,V_dd,V_th,W,a,beta_p_n,eps_cap,eps_semi,k_gate,mD_fac,mu_eff_n,mu_eff_p,rho_c_n,rho_c_p,tox,tsemi,C_load,C_par,C_wire,Edynamic,I_sub,I_tunnel,Ieff,Ioff,Lscale,NM_H,NM_L,Pstatic,R_avg_inv,R_wire,V_IH,V_IL,V_OH,V_OL,V_th_eff,area,config_hash,dVt,delay,delta,eot,n0,noise_margin,ring_oscillator_delay,slope_at_crossing
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.618,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.14e-16,2.18e-18,7.87e-18,7.98e-08,2.53e-12,5.46e-31,1.56e-07,1.27e-12,1.91e-09,0.278,0.272,8.17e-13,4120000.0,45.0,0.367,0.272,0.645,2.9e-06,0.459,5.14e-16,43581,0.0969,0.51,0.0969,1.38e-21,1.24,0.272,0.0,-10.2
4.0,2.0,8.89e-09,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.618,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,9.93e-18,5.46e-19,7.87e-18,1.18e-08,4.21e-07,2.85e-26,1.02e-06,2.1e-07,4.4e-09,0.185,0.117,1.36e-07,631000.0,45.0,0.362,0.244,0.547,0.127,0.0894,1.58e-15,43593,0.321,0.0116,0.321,1.87e-20,2.8,0.117,0.0,-2.78
4.0,2.0,8.89e-09,4e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.618,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.17e-16,4.37e-18,7.87e-18,8.32e-08,3.96e-10,5.51e-50,1.38e-06,1.98e-10,2.38e-09,0.264,0.255,1.28e-10,468000.0,45.0,0.381,0.255,0.645,5.76e-05,0.369,1.05e-15,43595,0.151,0.0603,0.151,2.92e-21,1.43,0.255,0.0,-6.56
4.0,2.0,8.89e-09,4e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.618,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.08e-16,2.18e-18,7.87e-18,7.61e-08,3.96e-10,5.51e-50,1.38e-06,1.98e-10,2.38e-09,0.264,0.255,1.28e-10,468000.0,45.0,0.381,0.255,0.645,5.77e-05,0.369,1.23e-15,43623,0.151,0.0553,0.151,2.92e-21,1.43,0.255,0.0,-6.56
4.0,2.0,8.89e-09,4e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.618,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,5.84e-17,2.18e-18,7.87e-18,4.41e-08,1.98e-10,5.51e-50,6.89e-07,9.9e-11,2.38e-09,0.264,0.255,6.38e-11,935000.0,45.0,0.381,0.255,0.645,5.76e-05,0.369,1.05e-15,43631,0.151,0.064,0.151,2.92e-21,1.43,0.255,0.0,-6.56
4.0,2.0,8.89e-09,4e-08,5e-09,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.618,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.75e-16,6.55e-18,7.87e-18,1.22e-07,5.94e-10,5.51e-50,2.07e-06,2.97e-10,2.38e-09,0.264,0.255,1.91e-10,312000.0,45.0,0.381,0.255,0.645,5.76e-05,0.369,1.05e-15,43634,0.151,0.0591,0.151,2.92e-21,1.43,0.255,0.0,-6.56
4.0,2.0,8.89e-09,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.618,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,5.4e-17,1.09e-18,7.87e-18,4.06e-08,1.98e-10,5.51e-50,6.88e-07,9.9e-11,2.38e-09,0.264,0.255,6.38e-11,937000.0,45.0,0.381,0.255,0.645,5.77e-05,0.369,1.23e-15,43586,0.151,0.059,0.151,2.92e-21,1.43,0.255,0.0,-6.56
4.0,2.0,8.89e-09,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.618,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,5.18e-17,5.46e-19,7.87e-18,3.88e-08,1.98e-10,5.51e-50,6.86e-07,9.9e-11,2.38e-09,0.264,0.255,6.38e-11,940000.0,45.0,0.381,0.255,0.645,5.8e-05,0.369,1.58e-15,43575,0.151,0.0567,0.151,2.92e-21,1.43,0.255,0.0,-6.56
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,5.02e-17,4.37e-18,7.87e-18,4.03e-08,1.59e-10,5.43e-47,2.47e-07,7.95e-11,3.15e-09,0.245,0.234,5.12e-11,2610000.0,45.0,0.4,0.234,0.645,9.44e-05,0.521,5.14e-16,43611,0.23,0.163,0.23,8.85e-21,1.85,0.234,0.0,-4.32
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,7.53e-17,6.55e-18,7.87e-18,5.79e-08,2.38e-10,5.43e-47,3.71e-07,1.19e-10,3.15e-09,0.245,0.234,7.69e-11,1740000.0,45.0,0.4,0.234,0.645,9.44e-05,0.521,5.14e-16,43578,0.23,0.156,0.23,8.85e-21,1.85,0.234,0.0,-4.32
4.0,2.0,8.89e-09,4e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,5.02e-17,4.37e-18,7.87e-18,4.03e-08,1.59e-10,5.43e-47,5.9e-07,7.94e-11,3.15e-09,0.244,0.233,5.12e-11,1090000.0,45.0,0.401,0.233,0.645,2.59e-05,0.521,1.05e-15,43596,0.23,0.0683,0.23,8.85e-21,1.85,0.233,0.0,-4.32
4.0,2.0,8.89e-09,2e-08,5e-09,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,7.53e-17,6.55e-18,7.87e-18,5.79e-08,2.38e-10,5.43e-47,5.87e-07,1.19e-10,3.15e-09,0.244,0.234,7.68e-11,1100000.0,45.0,0.4,0.234,0.645,4.87e-05,0.521,6.92e-16,43627,0.23,0.0986,0.23,8.85e-21,1.85,0.234,0.0,-4.32
4.0,2.0,8.89e-09,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.07e-17,1.09e-18,7.87e-18,1.92e-08,7.95e-11,5.43e-47,1.24e-07,3.97e-11,3.15e-09,0.245,0.234,2.56e-11,5210000.0,45.0,0.4,0.234,0.645,9.45e-05,0.521,6.92e-16,43571,0.23,0.155,0.23,8.85e-21,1.85,0.234,0.0,-4.32
4.0,2.0,8.89e-09,4e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.51e-17,2.18e-18,7.87e-18,2.27e-08,7.94e-11,5.43e-47,2.95e-07,3.97e-11,3.15e-09,0.244,0.233,2.56e-11,2190000.0,45.0,0.401,0.233,0.645,2.59e-05,0.521,1.05e-15,43592,0.23,0.0769,0.23,8.85e-21,1.85,0.233,0.0,-4.32
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.51e-17,2.18e-18,7.87e-18,2.27e-08,7.95e-11,5.43e-47,1.24e-07,3.97e-11,3.15e-09,0.245,0.234,2.56e-11,5210000.0,45.0,0.4,0.234,0.645,9.44e-05,0.521,5.14e-16,43632,0.23,0.183,0.23,8.85e-21,1.85,0.234,0.0,-4.32
4.0,2.0,8.89e-09,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.07e-17,1.09e-18,7.87e-18,1.92e-08,7.94e-11,5.43e-47,2.95e-07,3.97e-11,3.15e-09,0.244,0.233,2.56e-11,2190000.0,45.0,0.401,0.233,0.645,2.59e-05,0.521,1.23e-15,43619,0.23,0.065,0.23,8.85e-21,1.85,0.233,0.0,-4.32
4.0,2.0,8.89e-09,2e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,5.02e-17,4.37e-18,7.87e-18,4.03e-08,1.59e-10,5.43e-47,3.91e-07,7.95e-11,3.15e-09,0.244,0.234,5.12e-11,1650000.0,45.0,0.4,0.234,0.645,4.87e-05,0.521,6.92e-16,43604,0.23,0.103,0.23,8.85e-21,1.85,0.234,0.0,-4.32
4.0,2.0,8.89e-09,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.07e-17,1.09e-18,7.87e-18,1.92e-08,7.95e-11,5.43e-47,1.96e-07,3.97e-11,3.15e-09,0.244,0.234,2.56e-11,3300000.0,45.0,0.4,0.234,0.645,4.88e-05,0.521,8.69e-16,43585,0.23,0.098,0.23,8.85e-21,1.85,0.234,0.0,-4.32
4.0,2.0,8.89e-09,4e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,4.15e-17,2.18e-18,7.87e-18,3.32e-08,1.59e-10,5.43e-47,5.89e-07,7.94e-11,3.15e-09,0.244,0.233,5.12e-11,1090000.0,45.0,0.401,0.233,0.645,2.59e-05,0.521,1.23e-15,43620,0.23,0.0564,0.23,8.85e-21,1.85,0.233,0.0,-4.32
4.0,2.0,8.89e-09,2e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,4.15e-17,2.18e-18,7.87e-18,3.32e-08,1.59e-10,5.43e-47,3.91e-07,7.95e-11,3.15e-09,0.244,0.234,5.12e-11,1650000.0,45.0,0.4,0.234,0.645,4.88e-05,0.521,8.69e-16,43589,0.23,0.085,0.23,8.85e-21,1.85,0.234,0.0,-4.32
4.0,2.0,8.89e-09,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.86e-17,5.46e-19,7.87e-18,1.74e-08,7.95e-11,5.43e-47,1.24e-07,3.97e-11,3.15e-09,0.245,0.234,2.56e-11,5220000.0,45.0,0.4,0.234,0.645,9.46e-05,0.521,1.05e-15,43593,0.23,0.141,0.23,8.85e-21,1.85,0.234,0.0,-4.32
4.0,2.0,8.89e-09,2e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.51e-17,2.18e-18,7.87e-18,2.27e-08,7.95e-11,5.43e-47,1.96e-07,3.97e-11,3.15e-09,0.244,0.234,2.56e-11,3290000.0,45.0,0.4,0.234,0.645,4.87e-05,0.521,6.92e-16,43606,0.23,0.116,0.23,8.85e-21,1.85,0.234,0.0,-4.32
4.0,2.0,8.89e-09,2e-08,1e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,6.22e-17,3.28e-18,7.87e-18,4.73e-08,2.38e-10,5.43e-47,5.87e-07,1.19e-10,3.15e-09,0.244,0.234,7.68e-11,1100000.0,45.0,0.4,0.234,0.645,4.88e-05,0.521,8.69e-16,43563,0.23,0.0807,0.23,8.85e-21,1.85,0.234,0.0,-4.32
4.0,2.0,8.89e-09,4e-08,2e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,5.57e-17,1.64e-18,7.87e-18,4.2e-08,2.38e-10,5.43e-47,8.82e-07,1.19e-10,3.15e-09,0.244,0.233,7.68e-11,731000.0,45.0,0.401,0.233,0.645,2.6e-05,0.521,1.58e-15,43551,0.23,0.0477,0.23,8.85e-21,1.85,0.233,0.0,-4.32
4.0,2.0,8.89e-09,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.86e-17,5.46e-19,7.87e-18,1.74e-08,7.94e-11,5.43e-47,2.94e-07,3.97e-11,3.15e-09,0.244,0.233,2.56e-11,2190000.0,45.0,0.401,0.233,0.645,2.6e-05,0.521,1.58e-15,43635,0.23,0.0592,0.23,8.85e-21,1.85,0.233,0.0,-4.32
4.0,2.0,8.89e-09,4e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.71e-17,1.09e-18,7.87e-18,2.97e-08,1.59e-10,5.43e-47,5.88e-07,7.94e-11,3.15e-09,0.244,0.233,5.12e-11,1100000.0,45.0,0.401,0.233,0.645,2.6e-05,0.521,1.58e-15,43543,0.23,0.0506,0.23,8.85e-21,1.85,0.233,0.0,-4.32
4.0,2.0,8.89e-09,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.86e-17,5.46e-19,7.87e-18,1.74e-08,7.95e-11,5.43e-47,1.95e-07,3.97e-11,3.15e-09,0.244,0.234,2.56e-11,3300000.0,45.0,0.4,0.234,0.645,4.89e-05,0.521,1.23e-15,43618,0.23,0.0891,0.23,8.85e-21,1.85,0.234,0.0,-4.32
4.0,2.0,8.89e-09,4e-08,1e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,6.22e-17,3.28e-18,7.87e-18,4.73e-08,2.38e-10,5.43e-47,8.84e-07,1.19e-10,3.15e-09,0.244,0.233,7.68e-11,730000.0,45.0,0.401,0.233,0.645,2.59e-05,0.521,1.23e-15,43582,0.23,0.0536,0.23,8.85e-21,1.85,0.233,0.0,-4.32
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.41e-16,6.55e-18,7.87e-18,2.29e-07,1.08e-15,1.46e-49,5.64e-08,5.42e-16,1.91e-09,0.279,0.273,3.49e-16,11400000.0,45.0,0.365,0.273,0.645,7.66e-10,0.741,5.14e-16,43604,0.0969,4.07,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.27e-16,4.37e-18,7.87e-18,1.55e-07,7.22e-16,1.46e-49,3.76e-08,3.61e-16,1.91e-09,0.279,0.273,2.33e-16,17200000.0,45.0,0.365,0.273,0.645,7.66e-10,0.741,5.14e-16,43630,0.0969,4.11,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,4e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.14e-16,2.18e-18,7.87e-18,7.98e-08,3.61e-16,1.46e-49,3e-08,1.81e-16,1.91e-09,0.279,0.273,1.16e-16,21500000.0,45.0,0.365,0.273,0.645,4.57e-10,0.741,1.05e-15,43589,0.0969,2.66,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,4e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.27e-16,4.37e-18,7.87e-18,1.55e-07,7.22e-16,1.46e-49,5.99e-08,3.61e-16,1.91e-09,0.279,0.273,2.33e-16,10800000.0,45.0,0.365,0.273,0.645,4.57e-10,0.741,1.05e-15,43593,0.0969,2.58,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.09e-16,1.09e-18,7.87e-18,7.63e-08,3.61e-16,1.46e-49,2.46e-08,1.81e-16,1.91e-09,0.279,0.273,1.16e-16,26200000.0,45.0,0.365,0.273,0.645,5.6e-10,0.741,8.69e-16,43551,0.0969,3.1,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.14e-16,2.18e-18,7.87e-18,7.98e-08,3.61e-16,1.46e-49,1.88e-08,1.81e-16,1.91e-09,0.279,0.273,1.16e-16,34300000.0,45.0,0.365,0.273,0.645,7.66e-10,0.741,5.14e-16,43552,0.0969,4.25,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,2e-08,5e-09,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.41e-16,6.55e-18,7.87e-18,2.29e-07,1.08e-15,1.46e-49,7.38e-08,5.42e-16,1.91e-09,0.279,0.273,3.49e-16,8740000.0,45.0,0.365,0.273,0.645,5.6e-10,0.741,6.92e-16,43620,0.0969,3.11,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,4e-08,5e-09,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.41e-16,6.55e-18,7.87e-18,2.29e-07,1.08e-15,1.46e-49,8.99e-08,5.42e-16,1.91e-09,0.279,0.273,3.49e-16,7170000.0,45.0,0.365,0.273,0.645,4.57e-10,0.741,1.05e-15,43606,0.0969,2.55,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,2e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.19e-16,2.18e-18,7.87e-18,1.48e-07,7.22e-16,1.46e-49,4.92e-08,3.61e-16,1.91e-09,0.279,0.273,2.33e-16,13100000.0,45.0,0.365,0.273,0.645,5.6e-10,0.741,8.69e-16,43635,0.0969,3.0,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,2e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.14e-16,2.18e-18,7.87e-18,7.98e-08,3.61e-16,1.46e-49,2.46e-08,1.81e-16,1.91e-09,0.279,0.273,1.16e-16,26200000.0,45.0,0.365,0.273,0.645,5.6e-10,0.741,6.92e-16,43587,0.0969,3.25,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.09e-16,1.09e-18,7.87e-18,7.63e-08,3.61e-16,1.46e-49,1.88e-08,1.81e-16,1.91e-09,0.279,0.273,1.16e-16,34300000.0,45.0,0.365,0.273,0.645,7.66e-10,0.741,6.92e-16,43563,0.0969,4.06,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,2e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.27e-16,4.37e-18,7.87e-18,1.55e-07,7.22e-16,1.46e-49,4.92e-08,3.61e-16,1.91e-09,0.279,0.273,2.33e-16,13100000.0,45.0,0.365,0.273,0.645,5.6e-10,0.741,6.92e-16,43585,0.0969,3.14,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,4e-08,2e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.22e-16,1.64e-18,7.87e-18,2.13e-07,1.08e-15,1.46e-49,8.98e-08,5.42e-16,1.91e-09,0.279,0.273,3.49e-16,7180000.0,45.0,0.365,0.273,0.645,4.58e-10,0.741,1.58e-15,43558,0.0969,2.38,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,2e-08,1e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.28e-16,3.28e-18,7.87e-18,2.19e-07,1.08e-15,1.46e-49,7.37e-08,5.42e-16,1.91e-09,0.279,0.273,3.49e-16,8740000.0,45.0,0.365,0.273,0.645,5.6e-10,0.741,8.69e-16,43562,0.0969,2.97,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,4e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.19e-16,2.18e-18,7.87e-18,1.48e-07,7.22e-16,1.46e-49,5.99e-08,3.61e-16,1.91e-09,0.279,0.273,2.33e-16,10800000.0,45.0,0.365,0.273,0.645,4.57e-10,0.741,1.23e-15,43625,0.0969,2.46,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.07e-16,5.46e-19,7.87e-18,7.45e-08,3.61e-16,1.46e-49,2.99e-08,1.81e-16,1.91e-09,0.279,0.273,1.16e-16,21500000.0,45.0,0.365,0.273,0.645,4.58e-10,0.741,1.58e-15,43582,0.0969,2.49,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.07e-16,5.46e-19,7.87e-18,7.45e-08,3.61e-16,1.46e-49,2.46e-08,1.81e-16,1.91e-09,0.279,0.273,1.16e-16,26200000.0,45.0,0.365,0.273,0.645,5.6e-10,0.741,1.23e-15,43566,0.0969,3.03,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.09e-16,1.09e-18,7.87e-18,7.63e-08,3.61e-16,1.46e-49,3e-08,1.81e-16,1.91e-09,0.279,0.273,1.16e-16,21500000.0,45.0,0.365,0.273,0.645,4.57e-10,0.741,1.23e-15,43543,0.0969,2.55,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,4e-08,1e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,3.28e-16,3.28e-18,7.87e-18,2.19e-07,1.08e-15,1.46e-49,8.99e-08,5.42e-16,1.91e-09,0.279,0.273,3.49e-16,7180000.0,45.0,0.365,0.273,0.645,4.57e-10,0.741,1.23e-15,43614,0.0969,2.43,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,4e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,2.14e-16,1.09e-18,7.87e-18,1.44e-07,7.22e-16,1.46e-49,5.99e-08,3.61e-16,1.91e-09,0.279,0.273,2.33e-16,10800000.0,45.0,0.365,0.273,0.645,4.58e-10,0.741,1.58e-15,43574,0.0969,2.41,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
4.0,2.0,8.89e-09,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,8.89e-09,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,1e-09,5e-09,1.07e-16,5.46e-19,7.87e-18,7.45e-08,3.61e-16,1.46e-49,1.88e-08,1.81e-16,1.91e-09,0.279,0.273,1.16e-16,34300000.0,45.0,0.365,0.273,0.645,7.66e-10,0.741,1.05e-15,43602,0.0969,3.97,0.0969,1.38e-21,1.24,0.273,0.0,-10.2
