FO,GEO,L,Lc,Lext,M,MUL,Rsh_c_n,Rsh_c_p,Rsh_ext_n,Rsh_ext_p,V_dd,V_th,W,a,beta_p_n,eps_cap,eps_semi,k_gate,mD_fac,mu_eff_n,mu_eff_p,rho_c_n,rho_c_p,tox,tsemi,C_load,C_par,C_wire,Edynamic,I_sub,I_tunnel,Ieff,Ioff,Lscale,NM_H,NM_L,Pstatic,R_avg_inv,R_wire,V_IH,V_IL,V_OH,V_OL,V_th_eff,area,config_hash,dVt,delay,delta,eot,n0,noise_margin,ring_oscillator_delay,slope_at_crossing
4.0,2.0,2.81e-08,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,5.18e-16,5.46e-18,2.49e-17,3.54e-07,5.35e-20,6.2e-35,7.34e-10,2.67e-20,3.42e-09,0.305,0.295,1.72e-20,878000000.0,14.2,0.34,0.295,0.645,0.0,0.873,4.96e-15,3764114,0.0164,482.0,0.0164,2.92e-21,1.03,0.295,0.0,-29.6
4.0,2.0,2.81e-08,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,5.85e-17,5.46e-18,2.49e-17,5.73e-08,4.55e-15,0.0,4.73e-08,2.27e-15,6.49e-09,0.278,0.265,1.47e-15,13600000.0,14.2,0.367,0.265,0.645,4.04e-09,0.714,6.08e-15,3764154,0.113,1.21,0.113,3.96e-20,1.29,0.265,0.0,-8.76
4.0,2.0,2.81e-08,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,5.85e-17,5.46e-18,2.49e-17,5.73e-08,4.55e-15,0.0,4.33e-08,2.27e-15,6.49e-09,0.278,0.265,1.47e-15,14900000.0,14.2,0.367,0.265,0.645,4.45e-09,0.714,4.96e-15,3764090,0.113,1.32,0.113,3.96e-20,1.29,0.265,0.0,-8.76
4.0,2.0,2.81e-08,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,5.85e-17,5.46e-18,2.49e-17,5.73e-08,4.55e-15,0.0,3.75e-08,2.27e-15,6.49e-09,0.278,0.265,1.47e-15,17200000.0,14.2,0.367,0.265,0.645,5.27e-09,0.714,4.39e-15,3764105,0.113,1.53,0.113,3.96e-20,1.29,0.265,0.0,-8.76
4.0,2.0,2.81e-08,1e-08,5e-09,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,9.66e-16,6.55e-17,2.49e-17,6.81e-07,3.33e-19,1.26e-85,3.16e-09,1.67e-19,3.69e-09,0.305,0.293,1.07e-19,204000000.0,14.2,0.34,0.293,0.645,0.0,0.863,2.71e-15,3764081,0.0222,216.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,1e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,5.57e-16,2.18e-17,2.49e-17,3.89e-07,2.22e-19,1.26e-85,2.1e-09,1.11e-19,3.69e-09,0.305,0.293,7.16e-20,306000000.0,14.2,0.34,0.293,0.645,0.0,0.863,3.27e-15,3764159,0.0222,185.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,1e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,6.44e-16,4.37e-17,2.49e-17,4.6e-07,2.22e-19,1.26e-85,2.1e-09,1.11e-19,3.69e-09,0.305,0.293,7.16e-20,306000000.0,14.2,0.34,0.293,0.645,0.0,0.863,2.71e-15,3764115,0.0222,218.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,2e-08,1e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,8.35e-16,3.28e-17,2.49e-17,5.76e-07,3.33e-19,1.26e-85,3.18e-09,1.66e-19,3.69e-09,0.305,0.293,1.07e-19,203000000.0,14.2,0.34,0.293,0.645,0.0,0.863,3.83e-15,3764089,0.0222,181.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,2.57e-16,5.46e-18,2.49e-17,1.85e-07,1.11e-19,1.26e-85,1.05e-09,5.55e-20,3.69e-09,0.305,0.293,3.58e-20,613000000.0,14.2,0.34,0.293,0.645,0.0,0.863,4.39e-15,3764083,0.0222,176.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,1e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,3.22e-16,2.18e-17,2.49e-17,2.38e-07,1.11e-19,1.26e-85,1.05e-09,5.55e-20,3.69e-09,0.305,0.293,3.58e-20,613000000.0,14.2,0.34,0.293,0.645,0.0,0.863,2.71e-15,3764100,0.0222,226.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,1e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,5.13e-16,1.09e-17,2.49e-17,3.54e-07,2.22e-19,1.26e-85,2.1e-09,1.11e-19,3.69e-09,0.305,0.293,7.15e-20,306000000.0,14.2,0.34,0.293,0.645,0.0,0.863,4.39e-15,3764162,0.0222,168.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,1e-08,2e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,7.7e-16,1.64e-17,2.49e-17,5.23e-07,3.33e-19,1.26e-85,3.16e-09,1.66e-19,3.69e-09,0.305,0.293,1.07e-19,204000000.0,14.2,0.34,0.293,0.645,0.0,0.863,4.39e-15,3764104,0.0222,166.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,2e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,5.13e-16,1.09e-17,2.49e-17,3.54e-07,2.21e-19,1.26e-85,2.12e-09,1.11e-19,3.69e-09,0.305,0.293,7.14e-20,304000000.0,14.2,0.34,0.293,0.645,0.0,0.863,4.96e-15,3764121,0.0222,167.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,2.57e-16,5.46e-18,2.49e-17,1.85e-07,1.11e-19,1.26e-85,1.06e-09,5.53e-20,3.69e-09,0.305,0.293,3.57e-20,609000000.0,14.2,0.34,0.293,0.645,0.0,0.863,4.96e-15,3764105,0.0222,175.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,1e-08,1e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,8.35e-16,3.28e-17,2.49e-17,5.76e-07,3.33e-19,1.26e-85,3.16e-09,1.67e-19,3.69e-09,0.305,0.293,1.07e-19,204000000.0,14.2,0.34,0.293,0.645,0.0,0.863,3.27e-15,3764117,0.0222,182.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,2e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,5.57e-16,2.18e-17,2.49e-17,3.89e-07,2.22e-19,1.26e-85,2.12e-09,1.11e-19,3.69e-09,0.305,0.293,7.15e-20,304000000.0,14.2,0.34,0.293,0.645,0.0,0.863,3.83e-15,3764090,0.0222,184.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,2.57e-16,5.46e-18,2.49e-17,1.85e-07,1.11e-19,1.26e-85,1.06e-09,5.57e-20,3.69e-09,0.305,0.293,3.59e-20,607000000.0,14.2,0.34,0.293,0.645,0.0,0.863,6.08e-15,3764108,0.0222,174.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,2.78e-16,1.09e-17,2.49e-17,2.03e-07,1.11e-19,1.26e-85,1.06e-09,5.54e-20,3.69e-09,0.305,0.293,3.57e-20,609000000.0,14.2,0.34,0.293,0.645,0.0,0.863,3.83e-15,3764154,0.0222,191.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,2.78e-16,1.09e-17,2.49e-17,2.03e-07,1.11e-19,1.26e-85,1.05e-09,5.55e-20,3.69e-09,0.305,0.293,3.58e-20,613000000.0,14.2,0.34,0.293,0.645,0.0,0.863,3.27e-15,3764155,0.0222,193.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,2e-08,2e-08,2.0,3.0,50.0,50.0,500.0,500.0,0.645,0.9,2.81e-08,0.5,1.0,3.9,11.7,25.0,0.5,0.025,0.0125,5e-11,5e-11,4.47e-09,5e-09,7.7e-16,1.64e-17,2.49e-17,5.23e-07,3.32e-19,1.26e-85,3.18e-09,1.66e-19,3.69e-09,0.305,0.293,1.07e-19,203000000.0,14.2,0.34,0.293,0.645,0.0,0.863,4.96e-15,3764138,0.0222,165.0,0.0222,6.180000000000001e-21,1.05,0.293,0.0,-28.5
4.0,2.0,2.81e-08,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.618,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,9.93e-17,5.46e-18,2.49e-17,1.56e-07,6.41e-14,6.0600000000000006e-21,3.71e-06,3.21e-14,4.4e-09,0.565,0.527,3.85e-14,323000.0,14.2,0.635,0.527,1.2,5.88e-09,0.528,6.08e-15,3764096,0.0408,0.0419,0.0408,1.87e-20,1.09,0.527,0.0,-23.8
4.0,2.0,2.81e-08,4e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,1.2,0.618,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,2.42e-16,2.18e-17,2.49e-17,3.47e-07,1.28e-13,6.0600000000000006e-21,7.45e-06,6.41e-14,4.4e-09,0.565,0.527,7.69e-14,161000.0,14.2,0.635,0.527,1.2,5.86e-09,0.528,4.96e-15,3764076,0.0408,0.0466,0.0408,1.87e-20,1.09,0.527,0.0,-23.8
4.0,2.0,2.81e-08,4e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,1.2,0.618,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.99e-16,1.09e-17,2.49e-17,2.81e-07,1.28e-13,6.0600000000000006e-21,7.42e-06,6.41e-14,4.4e-09,0.565,0.527,7.69e-14,162000.0,14.2,0.635,0.527,1.2,5.88e-09,0.528,6.08e-15,3764106,0.0408,0.0379,0.0408,1.87e-20,1.09,0.527,0.0,-23.8
4.0,2.0,2.81e-08,4e-08,2e-08,2.0,3.0,50.0,50.0,500.0,500.0,1.2,0.618,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,2.98e-16,1.64e-17,2.49e-17,4.07e-07,1.92e-13,6.0600000000000006e-21,1.11e-05,9.62e-14,4.4e-09,0.565,0.527,1.15e-13,108000.0,14.2,0.635,0.527,1.2,5.88e-09,0.528,6.08e-15,3764113,0.0408,0.0366,0.0408,1.87e-20,1.09,0.527,0.0,-23.8
4.0,2.0,2.81e-08,4e-08,1e-08,2.0,3.0,50.0,50.0,500.0,500.0,1.2,0.618,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,3.63e-16,3.28e-17,2.49e-17,5.05e-07,1.92e-13,6.0600000000000006e-21,1.12e-05,9.62e-14,4.4e-09,0.565,0.527,1.15e-13,107000.0,14.2,0.635,0.527,1.2,5.86e-09,0.528,4.96e-15,3764122,0.0408,0.0452,0.0408,1.87e-20,1.09,0.527,0.0,-23.8
4.0,2.0,2.81e-08,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.618,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.21e-16,1.09e-17,2.49e-17,1.88e-07,6.41e-14,6.0600000000000006e-21,3.72e-06,3.21e-14,4.4e-09,0.565,0.527,3.85e-14,322000.0,14.2,0.635,0.527,1.2,5.86e-09,0.528,4.96e-15,3764124,0.0408,0.0506,0.0408,1.87e-20,1.09,0.527,0.0,-23.8
4.0,2.0,2.81e-08,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.21e-16,1.09e-17,2.49e-17,1.88e-07,2.68e-18,2.16e-35,7.93e-07,1.34e-18,4.4e-09,0.565,0.552,1.61e-18,1510000.0,14.2,0.635,0.552,1.2,9.52e-13,0.81,3.27e-15,3764092,0.0408,0.237,0.0408,1.87e-20,1.09,0.552,0.0,-24.4
4.0,2.0,2.81e-08,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.21e-16,1.09e-17,2.49e-17,1.88e-07,2.68e-18,2.16e-35,1.36e-06,1.34e-18,4.4e-09,0.565,0.552,1.61e-18,881000.0,14.2,0.635,0.552,1.2,4.86e-13,0.81,3.83e-15,3764089,0.0408,0.138,0.0408,1.87e-20,1.09,0.552,0.0,-24.4
4.0,2.0,2.81e-08,4e-08,1e-08,2.0,3.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,3.63e-16,3.28e-17,2.49e-17,5.05e-07,8.03e-18,2.16e-35,6.21e-06,4.01e-18,4.4e-09,0.565,0.552,4.82e-18,193000.0,14.2,0.635,0.552,1.2,2.53e-13,0.81,4.96e-15,3764123,0.0408,0.0814,0.0408,1.87e-20,1.09,0.552,0.0,-24.4
4.0,2.0,2.81e-08,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,9.93e-17,5.46e-18,2.49e-17,1.56e-07,2.67e-18,2.16e-35,2.06e-06,1.34e-18,4.4e-09,0.565,0.552,1.6e-18,581000.0,14.2,0.635,0.552,1.2,2.54e-13,0.81,6.08e-15,3764172,0.0408,0.0753,0.0408,1.87e-20,1.09,0.552,0.0,-24.4
4.0,2.0,2.81e-08,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,9.93e-17,5.46e-18,2.49e-17,1.56e-07,2.68e-18,2.16e-35,7.93e-07,1.34e-18,4.4e-09,0.565,0.552,1.61e-18,1510000.0,14.2,0.635,0.552,1.2,9.53e-13,0.81,4.39e-15,3764132,0.0408,0.196,0.0408,1.87e-20,1.09,0.552,0.0,-24.4
4.0,2.0,2.81e-08,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.21e-16,1.09e-17,2.49e-17,1.88e-07,2.68e-18,2.16e-35,2.07e-06,1.34e-18,4.4e-09,0.565,0.552,1.61e-18,580000.0,14.2,0.635,0.552,1.2,2.53e-13,0.81,4.96e-15,3764125,0.0408,0.091,0.0408,1.87e-20,1.09,0.552,0.0,-24.4
4.0,2.0,2.81e-08,4e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,2.42e-16,2.18e-17,2.49e-17,3.47e-07,5.35e-18,2.16e-35,4.14e-06,2.68e-18,4.4e-09,0.565,0.552,3.21e-18,290000.0,14.2,0.635,0.552,1.2,2.53e-13,0.81,4.96e-15,3764086,0.0408,0.0838,0.0408,1.87e-20,1.09,0.552,0.0,-24.4
4.0,2.0,2.81e-08,4e-08,2e-08,2.0,2.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,1.99e-16,1.09e-17,2.49e-17,2.81e-07,5.35e-18,2.16e-35,4.13e-06,2.67e-18,4.4e-09,0.565,0.552,3.21e-18,291000.0,14.2,0.635,0.552,1.2,2.54e-13,0.81,6.08e-15,3764166,0.0408,0.0681,0.0408,1.87e-20,1.09,0.552,0.0,-24.4
4.0,2.0,2.81e-08,4e-08,5e-09,2.0,3.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,4.94e-16,6.55e-17,2.49e-17,7.02e-07,6.45e-15,6.149999999999999e-28,7.35e-06,3.22e-15,5.89e-09,0.539,0.521,3.87e-15,163000.0,14.2,0.661,0.521,1.2,2.02e-10,0.7,4.39e-15,3764100,0.0911,0.0955,0.0911,1.87e-20,1.22,0.521,0.0,-11.0
4.0,2.0,2.81e-08,4e-08,5e-09,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,1.65e-16,2.18e-17,2.49e-17,2.54e-07,2.15e-15,6.149999999999999e-28,2.45e-06,1.07e-15,5.89e-09,0.539,0.521,1.29e-15,490000.0,14.2,0.661,0.521,1.2,2.02e-10,0.7,4.39e-15,3764110,0.0911,0.104,0.0911,1.87e-20,1.22,0.521,0.0,-11.0
4.0,2.0,2.81e-08,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,9.93e-17,5.46e-18,2.49e-17,1.56e-07,2.68e-18,2.16e-35,1.36e-06,1.34e-18,4.4e-09,0.565,0.552,1.61e-18,882000.0,14.2,0.635,0.552,1.2,4.87e-13,0.81,4.96e-15,3764140,0.0408,0.114,0.0408,1.87e-20,1.09,0.552,0.0,-24.4
4.0,2.0,2.81e-08,4e-08,5e-09,2.0,2.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,3.3e-16,4.37e-17,2.49e-17,4.78e-07,4.3e-15,6.149999999999999e-28,4.9e-06,2.15e-15,5.89e-09,0.539,0.521,2.58e-15,245000.0,14.2,0.661,0.521,1.2,2.02e-10,0.7,4.39e-15,3764099,0.0911,0.0975,0.0911,1.87e-20,1.22,0.521,0.0,-11.0
4.0,2.0,2.81e-08,4e-08,2e-08,2.0,3.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,5e-09,2.98e-16,1.64e-17,2.49e-17,4.07e-07,8.02e-18,2.16e-35,6.19e-06,4.01e-18,4.4e-09,0.565,0.552,4.81e-18,194000.0,14.2,0.635,0.552,1.2,2.54e-13,0.81,6.08e-15,3764145,0.0408,0.0657,0.0408,1.87e-20,1.09,0.552,0.0,-24.4
4.0,2.0,2.81e-08,2e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,1.21e-16,1.09e-17,2.49e-17,1.88e-07,2.15e-15,6.149999999999999e-28,1.57e-06,1.07e-15,5.89e-09,0.538,0.521,1.29e-15,762000.0,14.2,0.662,0.521,1.2,3.9e-10,0.7,3.83e-15,3764080,0.0911,0.12,0.0911,1.87e-20,1.22,0.521,0.0,-11.0
4.0,2.0,2.81e-08,1e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,1.21e-16,1.09e-17,2.49e-17,1.88e-07,2.15e-15,6.149999999999999e-28,8.64e-07,1.07e-15,5.89e-09,0.538,0.521,1.29e-15,1390000.0,14.2,0.662,0.521,1.2,7.66e-10,0.7,3.27e-15,3764127,0.0911,0.218,0.0911,1.87e-20,1.22,0.521,0.0,-11.0
4.0,2.0,2.81e-08,4e-08,1e-08,2.0,2.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,2.42e-16,2.18e-17,2.49e-17,3.47e-07,4.3e-15,6.149999999999999e-28,4.9e-06,2.15e-15,5.89e-09,0.539,0.521,2.58e-15,245000.0,14.2,0.661,0.521,1.2,2.02e-10,0.7,4.96e-15,3764165,0.0911,0.0708,0.0911,1.87e-20,1.22,0.521,0.0,-11.0
4.0,2.0,2.81e-08,4e-08,1e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,1.21e-16,1.09e-17,2.49e-17,1.88e-07,2.15e-15,6.149999999999999e-28,2.45e-06,1.07e-15,5.89e-09,0.539,0.521,1.29e-15,490000.0,14.2,0.661,0.521,1.2,2.02e-10,0.7,4.96e-15,3764129,0.0911,0.0769,0.0911,1.87e-20,1.22,0.521,0.0,-11.0
4.0,2.0,2.81e-08,4e-08,2e-08,2.0,3.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,2.98e-16,1.64e-17,2.49e-17,4.07e-07,6.45e-15,6.149999999999999e-28,7.33e-06,3.22e-15,5.89e-09,0.539,0.521,3.87e-15,164000.0,14.2,0.661,0.521,1.2,2.03e-10,0.7,6.08e-15,3764131,0.0911,0.0555,0.0911,1.87e-20,1.22,0.521,0.0,-11.0
4.0,2.0,2.81e-08,4e-08,1e-08,2.0,3.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,3.63e-16,3.28e-17,2.49e-17,5.05e-07,6.45e-15,6.149999999999999e-28,7.34e-06,3.22e-15,5.89e-09,0.539,0.521,3.87e-15,163000.0,14.2,0.661,0.521,1.2,2.02e-10,0.7,4.96e-15,3764088,0.0911,0.0688,0.0911,1.87e-20,1.22,0.521,0.0,-11.0
4.0,2.0,2.81e-08,2e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,9.93e-17,5.46e-18,2.49e-17,1.56e-07,2.15e-15,6.149999999999999e-28,1.57e-06,1.07e-15,5.89e-09,0.538,0.521,1.29e-15,763000.0,14.2,0.662,0.521,1.2,3.91e-10,0.7,4.96e-15,3764162,0.0911,0.0989,0.0911,1.87e-20,1.22,0.521,0.0,-11.0
4.0,2.0,2.81e-08,1e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,9.93e-17,5.46e-18,2.49e-17,1.56e-07,2.15e-15,6.149999999999999e-28,8.63e-07,1.07e-15,5.89e-09,0.538,0.521,1.29e-15,1390000.0,14.2,0.662,0.521,1.2,7.67e-10,0.7,4.39e-15,3764156,0.0911,0.18,0.0911,1.87e-20,1.22,0.521,0.0,-11.0
4.0,2.0,2.81e-08,4e-08,2e-08,2.0,1.0,50.0,50.0,500.0,500.0,1.2,0.9,2.81e-08,0.5,1.0,3.9,11.7,3.9,0.5,0.025,0.0125,5e-11,5e-11,2.11e-09,8.55e-09,9.93e-17,5.46e-18,2.49e-17,1.56e-07,2.15e-15,6.149999999999999e-28,2.44e-06,1.07e-15,5.89e-09,0.539,0.521,1.29e-15,491000.0,14.2,0.661,0.521,1.2,2.03e-10,0.7,6.08e-15,3764111,0.0911,0.0637,0.0911,1.87e-20,1.22,0.521,0.0,-11.0
